fourgram,frequency
bir yerde gerçek bir,7
ben gerçekten bunu yapmak,7
sizin kadar çok şey,7
seviyorum ama onun gerçekten,7
bir yerde eski bir,7
seviyorum ama o bir,7
sizin için önemli tek,7
seviyorum dedim diye mi,7
oraya bak belki hâlâ,7
sizin için birkaç tane,7
sizin için bu işi,7
seviyorum da o beni,7
mutlu olduğu güzel bir,7
seviyorum ama çok zor,7
oraya gidip ne var,7
oraya gidip merhaba baba,7
sizin için ne var,7
oraya gidip biraz iş,7
ne kendini sana mı,7
sizin için pek bir,7
seviyorum anne ama bu,7
ben gerçek bir tane,7
sadece bunu yapmak çok,7
sizin için pek çok,7
seviyorum anne ama biraz,7
seviyorum ama şu anda,7
bir bak bu kadar,7
sadece bunu onun için,7
sizin kadar iyi bir,7
küçük çocuk ne zaman,7
sizin kadar iyi değilim,7
oraya belki de daha,7
musun ben aslında daha,7
bir yer yok yani,7
bir bak burası harika,7
ben gerçekten çok ama,7
mısın yoksa bir şeyler,7
bir yerde herkes bir,7
oraya senin için küçük,7
bir yemek için neler,7
kötü olacak diye bir,7
bir yeni yıl olacak,7
bir kadın asla bir,7
bir yemek mi var,7
orada ve bir de,7
nasıl ama buna ne,7
orada çok küçük bir,7
sizi tekrar görmek istemiyorum,7
kötü olan nedir diye,7
sizi ne kadar mutlu,7
sen sadece sen sadece,7
neden yapıyorsun bu işi,7
sizi ne zaman gördüm,7
musun bu çok hoş,7
ne kadar yer var,7
bir yer ama onu,7
siz hiçbir zaman bu,7
siz hiç bir yere,7
siz iki bayan nereye,7
mısın yoksa yine bir,7
mı size karşı mı,7
sen sadece onu buraya,7
mısın yoksa daha mı,7
kötü olduğu zaman bile,7
sadece bu işte bana,7
sen sadece biraz geri,7
sen sadece daha fazla,7
orada çok hoş bir,7
bir kadın beni yere,7
siz benim bu gece,7
bir kadın belki bir,7
mı söyledi önce mi,7
sen sadece bir saat,7
bir yer olmalı ki,7
musun bu seni hiç,7
bir kadın bir kadın,7
bir kadın büyük bir,7
sadece bu lanet şeyi,7
kötü olabilir ki değil,7
bir yer olduğunu hep,7
siz her şeyi bize,7
bir kadın bana birkaç,7
orada çok mutlu olur,7
kötü olacak değil mi,7
mısın yoksa öyle olduğunu,7
siz de pek iyi,7
orada özel bir şey,7
bir yer var tamam,7
sadece birkaç kişi var,7
sadece birkaç insan var,7
ne kadar zor biri,7
bir yer bile olur,7
oraya çok fazla kişi,7
bir yer biliyor olmalı,7
bir yer biliyorum aslında,7
mısın uzun zaman önce,7
miyim yoksa bir şeyler,7
sizi yok etmek zorunda,7
siz de onu orada,7
oraya tek bir adam,7
oraya tekrar gidip onunla,7
miyim kötü biri mi,7
sizi en az iki,7
bir yerde nasıl yardım,7
ne kadar uzun ve,7
oraya senden daha önce,7
bir yerde ilk yardım,7
bir yerde ilk mi,7
siz de öyle bir,7
bir yer bile olabilir,7
siz de öyle doktor,7
siz de şimdi mi,7
mısın yoksa insan mısın,7
siz de tam bir,7
siz de onu geri,7
sadece birkaç zor gün,7
siz de onu benim,7
siz de mi aynı,7
mısın yoksa olmaz mısın,7
mısın yoksa kötü mü,7
sizi şu anda kabul,7
siz de onlar için,7
sadece birkaç tane gördüm,7
siz de o yüzden,7
küçük çocuklar da büyük,7
siz de ne olduğunu,7
neden öyle oldu biliyor,7
sadece bize buradan nasıl,7
siz en uzun ne,7
siz efendim her zaman,7
bay ve bayan diye,7
mı ondan çok şey,7
mı onları hiçbir şey,7
olduğu için özür mü,7
pek çok şeyi şimdi,7
sana ve o küçük,7
ne demek her şeyi,7
bir kaç yıl ne,7
ne demek her zaman,7
ne demek hepsi bu,7
biraz istiyorsun değil mi,7
bir kaç yerde daha,7
bir kaç yıl seni,7
mı yoksa beni görmek,7
pek çok şeyi geri,7
biraz insan ol lanet,7
olduğunu pek bir şey,7
pekala bakın belki size,7
sana ve bu lanet,7
pekala bakın bay her,7
sana ve bize o,7
pekala bak sana ne,7
pekala aynı anda aynı,7
bir çocuk aslında o,7
olduğunu nereden biliyor olabilir,7
ne demek bu da,7
olduğunu hiç bilmiyorum ama,7
pekala bana ne olduğunu,7
pekala demek ki bu,7
pekala biliyorsun her şey,7
pekala biliyor musun ne,7
bir çocuk değil misin,7
onları ne kadar görmek,7
pekala benim sadece daha,7
bir çocuk gibi aynı,7
olduğunu kabul ediyor ama,7
pekala belki sen de,7
ne demek hiç sorun,7
ne demek bunu bir,7
bir çocuk ama biraz,7
bir çocuk değilim ki,7
kız hakkında bir iki,7
bir çocuk ama pek,7
neden sen kendi özel,7
pekala bu zor bir,7
pekala buna yarın devam,7
pekala bunun hakkında ne,7
olduğunu hakkında bana ne,7
bir kaç şey için,7
neden sana bu şekilde,7
ne demek oluyor daha,7
bir iş mi istiyorsun,7
pekala seni daha fazla,7
sadece ve çok çok,7
olduğunu ne biliyorsun hem,7
onu bana ya da,7
biliyorsun o kadar kötü,7
pekala sana küçük bir,7
biliyorsun o yüzden benimle,7
pekala seni tekrar görmek,7
sadece ve sadece kendi,7
ne demek sen ne,7
pekala sen şey işe,7
mi başka bir şey,7
pekala sen o güzel,7
biliyorsun ki seni çok,7
biliyorsun ki seni her,7
ne demek yani ha,7
biliyorsun ki sana bir,7
ne demek sizin gibi,7
onu bana sen mi,7
biliyorsun ki öyle demek,7
onu bana bırak ve,7
biliyorsun o gerçek bir,7
pekala son bir kaç,7
bir çocuk benim için,7
neden sadece sen ona,7
pekala bana biraz daha,7
ne demek oluyor dedim,7
kız hala orada mı,7
olduğunu o an da,7
neden sana bu oluyor,7
pekala ama bu bir,7
pekala artık daha fazla,7
pekala ama önce senin,7
pekala ama siz yanlış,7
pekala o zaman söyle,7
kız hakkında tek bir,7
beni şu anda çok,7
pekala o zaman onları,7
pekala o zaman burada,7
pekala onun içinde de,7
pekala lanet olsun sen,7
sadece yani sadece bana,7
pekala tamam ne demek,7
olduğunu mu demek istiyorsun,7
biliyor musun o mu,7
biraz işi var tamam,7
onları ne gibi bir,7
mi bana mı öyle,7
ne demek istiyorsun tam,7
biliyor musun birkaç gün,7
olduğunu biliyor musun o,7
biliyor musun bu lanet,7
biliyor musun bu ilk,7
biliyor musun o gün,7
senden bunu benim için,7
ne demek olabilir tabii,7
pekala bir tane de,7
ne adam ama öyle,7
senden bunu daha önce,7
biliyor musun bizim bir,7
olduğunu biliyor musun ama,7
onları seviyorum ama biraz,7
olduğunu biliyor ama onu,7
pekala bir kız olabilir,7
onları son bir kez,7
olduğunu biliyor olabilir misiniz,7
pekala bir kaç dakika,7
sana teşekkür etmek zorunda,7
senden bir şey hakkında,7
olduğunu biliyor musun seni,7
senden bu yüzden ona,7
olduğunu işte bu şekilde,7
biliyor musun bunun ne,7
biliyor musun ben artık,7
sana yok etmek için,7
biliyor musun belki sadece,7
biliyor musun belki bu,7
ne iş yapıyorsun bakalım,7
biliyor musun bunu senin,7
biliyor musun bunu kabul,7
bir kez bile olmaz,7
biliyor musun bu çocuk,7
ne demek ne olur,7
biliyor musun burada birini,7
bir çocuk olduğunu hiç,7
biliyor musun böyle çok,7
biliyor musun böyle olabilir,7
pekala biz de bu,7
beni size kendi olan,7
ne demek ne olacak,7
biliyor musun burada çok,7
sana zor geliyor biliyorum,7
biliyor musun burada onun,7
sana teşekkür etmek ve,7
olduğunu biliyorsun ama o,7
senden daha güzel değil,7
biraz fazla insan var,7
onları nasıl kontrol ediyor,7
biraz fazla gibi geldi,7
pekala ben de gidip,7
senden başka herkes kendi,7
ne demek kendini ona,7
senden başka herkes olduğunu,7
pekala ben de burada,7
pekala ben bir kaç,7
senden başka kim biliyor,7
ne demek olduğunu o,7
biraz geç oldu sanırım,7
senden bile daha kötü,7
bir çocuk değil sadece,7
ne demek oluyor bilmiyorum,7
senden bir hafta sonra,7
ne demek oluyor benim,7
neden selam ya da,7
senden başka kimse bana,7
mi bana yemek mi,7
senden benden daha büyük,7
senden aynı şeyi istiyorum,7
olduğunu bile bile yine,7
ne demek istiyorsun neler,7
pekala ben size niye,7
senden daha harika biri,7
ne demek istiyorsun söyle,7
senden daha da çok,7
onları tek tek ve,7
onları sen mi buraya,7
senden bana bir söz,7
biraz fazla büyük bir,7
ne demek istiyorsun herkes,7
biraz fazla oldu sorun,7
olduğunu benden başka kimse,7
onları o kadar uzun,7
pekala bu kadın seni,7
beni tam olarak nereden,7
pekala bu iş nasıl,7
pekala bir dakika içinde,7
olduğunu bile bile ondan,7
sana söz sana söz,7
sana söz hiçbir şey,7
olduğunu bile bile hala,7
sen o gece ona,7
pekala fazla bir şey,7
biliyorsun seninle daha fazla,7
neden şu an sana,7
biliyorsun çok uzun bir,7
ne demek bir adam,7
onu bile biliyor musun,7
neden bu bayan size,7
sen neden onun gibi,7
onu benim için biraz,7
ne de uzun bir,7
sen ona çok iyi,7
mı yoksa sadece eski,7
ne dedim bilmiyorum ama,7
biliyorsun çok özel bir,7
ne dedim az önce,7
neden şu anda önemli,7
sen ona böyle mi,7
sen ona karşı aynı,7
neden şimdi beni geri,7
sen ona kaç kez,7
neden şimdi beni bir,7
neden şimdi bana böyle,7
sen onu bu kadar,7
bir iş olduğunu kabul,7
mı yok etmek istiyorsun,7
sen ne zaman çocuk,7
biliyorsun üzgünüm ki o,7
beni zaten için için,7
biliyorum ama bunu nasıl,7
sen neden benimle olmak,7
neden senin için böyle,7
onu bir kadın bir,7
onu bir insan mı,7
sen ne oldu da,7
biliyorum ama ama artık,7
biliyorsun şu an biraz,7
biliyorsun üzgünüm fakat ben,7
biliyorsun çünkü bir şeyler,7
sen neden böyle şeyler,7
bir iş yine de,7
biliyorsun ya ben asla,7
ne demek aynı bizim,7
olduğunu en iyi ben,7
ne demek artık biliyorum,7
biliyorsun ve eğer benim,7
biliyorsun ve bunun için,7
biliyorsun ve ben de,7
ne dedim şimdi size,7
ne dedim sonra da,7
sen onu daha önce,7
olduğu kadar size de,7
bir iş hayır işi,7
siz onu benim kadar,7
ne şimdi de onun,7
kız gibi bir şey,7
bir iş evet ama,7
sen ne istiyorsun onu,7
sen ne kadar büyük,7
siz onu o da,7
olduğu kadar uzun ve,7
sen ne kadar kötü,7
sen onu bana geri,7
siz ve ben hemen,7
siz ve ben gibi,7
sen ne diye burada,7
bir iş değil tamam,7
ne şimdi bu böyle,7
olduğu için yeni bir,7
bir iş daha sonra,7
siz ya da kız,7
olduğu için şu an,7
siz ona çok fazla,7
bir iş gerek bana,7
sadece öyle olmak için,7
kız gibi burada tek,7
sen onu başka bir,7
kötü adam ve en,7
kötü adam var olan,7
kız demek sen de,7
sadece çok şey var,7
sadece çok çok küçük,7
kız demek doğru olmaz,7
mi daha onu bile,7
küçük bir adam gibi,7
sadece üç adam var,7
sadece üç hafta var,7
sen kontrol etmek ister,7
bir iyi neden ver,7
sadece öyle değil mi,7
sadece öyle bir şey,7
sen kendini bize mi,7
sadece önemli bir iş,7
kötü adam için mi,7
sen kim olduğunu bilmiyorum,7
biliyorum ama bunu ona,7
biliyorum ama bunu onlara,7
sen o her kimse,7
biliyorsun ki her zaman,7
biliyorsun hiç ve kız,7
kız ile ilgili ne,7
onu asla senin gibi,7
sen olarak ben ben,7
onu asla bu kadar,7
ne de onları yok,7
biliyorsun ki burası büyük,7
biliyorsun ki hala gerçek,7
biliyorsun ki o işi,7
sen o yüzden mi,7
biliyorsun her şey fazla,7
bir işe üç adam,7
biliyorsun ki benimle her,7
neden bu değil sadece,7
biliyorsun ki ben onu,7
kız iki kız vardı,7
biliyorum ama bir kaç,7
onu bir daha nasıl,7
onu bir daha hiçbir,7
biliyorum ama benimle birlikte,7
olduğunu da kabul ediyorum,7
olduğunu da biliyorum ama,7
sen ne zaman yemek,7
sen niye hep böyle,7
biliyorsun seni seviyorum ama,7
pekala eğer bu bir,7
sen niye bütün gece,7
biliyorsun senden daha iyi,7
biliyorsun sen çok iyi,7
onu başka biri için,7
onu başka bir şekilde,7
biliyorsun tüm bunlar çok,7
sen o eve bir,7
beni yine görmek mi,7
sen o kız için,7
biliyorsun sen ne zaman,7
pekala küçük bayan için,7
pekala kim uzun bir,7
biliyorsun sen benim bir,7
biliyorsun her zaman olduğu,7
pekala herkes hemen buraya,7
onu aslında birkaç gün,7
sen o biz siz,7
olduğunu da biliyorum sanırım,7
biliyorum ama benim bir,7
olduğunu gördüm tamam mı,7
biliyorum ama beni bir,7
onu bir gün görmek,7
ne de o yere,7
biliyorum ama büyük bir,7
biliyorum ama bütün bunlar,7
biliyorum ama bütün bu,7
biliyorum ama böyle şeyler,7
biliyorum ama emin ol,7
biliyorum ama buna bir,7
olduğunu görmek çok zor,7
neden senden birkaç saat,7
bir iş yanlış bir,7
biliyorum ama bu bana,7
mı yok mu sen,7
neden senden sonra kimse,7
onu bir gece de,7
olduğunu görmek için ki,7
biliyorum ama bunu bana,7
biliyorum ama burada başka,7
sen ne yapıyorsun onu,7
biliyorum ama bunun neden,7
neden senin için çok,7
sen ne yapıyorsun bakalım,7
biliyorum ama bana yardım,7
biliyorum ama bana çok,7
sadece teşekkür etmek ve,7
ne de güzel şey,7
biliyorum ama bu asla,7
bir işi doğru yapmak,7
biliyorum ama biraz para,7
bir işi de var,7
biliyorum ama bence sen,7
bir işi ben bir,7
ne de o bu,7
ne de o bana,7
bir işi ve güzel,7
biliyorum ama ben sizi,7
mı yardım etmek istiyorsun,7
bir işi vardı ben,7
sadece teşekkürler demek için,7
biliyorum ama ben o,7
olduğunu görmek beni çok,7
bir işi olsun istiyorum,7
biliyorum ama ben daha,7
bir işi olan bir,7
sizin için daha kötü,7
sizin için daha mutlu,7
biliyor musun ben belki,7
onun için mi yapıyorsun,7
misiniz ya da siz,7
onun için kim doğru,7
sadece gerçekten sen ve,7
onun için kadın mı,7
sadece gerçekten mutlu musun,7
onun için iyi biri,7
misin böyle bir şey,7
bir kontrol için geliyor,7
sadece gerçekten benim için,7
peki siz çocuklar için,7
onun için doğru değil,7
onun için mi bana,7
ne zaman kendini mutlu,7
sizi benden daha iyi,7
bir yere kadar senin,7
peki siz şimdi ne,7
bir an önce bizi,7
kız var da onunla,7
bir an önce birlikte,7
onun için her ne,7
sadece gerçekten uzun bir,7
kız senin için fazla,7
onun için iki saat,7
onun için daha bir,7
misin bana neden tüm,7
bir an ve sen,7
bir an oluyor ve,7
bir an olur her,7
kız senin için biraz,7
onun için de sanırım,7
onun için daha ne,7
mi yoksa üç mü,7
peki seni ne mutlu,7
mü yapmak istiyorsun ha,7
onun için de özür,7
onun için de zaman,7
mü ya da bir,7
küçük bir yer çok,7
sadece her zaman burada,7
bir an olsun olmaz,7
peki seni tekrar nasıl,7
mi yoksa önemli mi,7
bir an küçük bir,7
sadece gerçekten uzun olan,7
sizi başka ne şekilde,7
sizi birkaç dakika sonra,7
onun içinde kaç tane,7
onun için az bile,7
misin bana o zaman,7
onun için bu an,7
bir an geliyor ve,7
bir yere neden bir,7
kız ne zaman eve,7
bir an her şeyi,7
küçük şeyler onları mutlu,7
sizin şu an hazır,7
sadece görmek biraz daha,7
bir an bile benim,7
size üç ve benim,7
nasıl bir tane bile,7
mi öyle bir şey,7
bir an bir gün,7
bir an bir daha,7
size ne olduğunu biliyor,7
kötü geliyor ama bu,7
onun kadar sen de,7
nasıl bir sorun olabilir,7
onun kadar iyi biri,7
kız tam da o,7
merhaba tatlım ne güzel,7
bir kontrol edin lütfen,7
kız var pek az,7
bir an önce eski,7
bir an önce dışarı,7
sadece geldi ve onu,7
sizi bu adam mı,7
bir an önce seninle,7
kız var ve de,7
sizi bir dakika bile,7
peki siz bugün neler,7
misiniz bir şey mi,7
sizi bir hafta içinde,7
onun iyi bir kız,7
sizi bir kaç kez,7
küçük bir yer istiyorum,7
onun iyi biri olduğu,7
ne kadar olduğu hakkında,7
sizi bir çok şekilde,7
onun iyi bir şeyler,7
mü bizi nasıl bu,7
kız var o da,7
onun iyi bir şey,7
peki senin onunla ne,7
kız senin hakkında hiçbir,7
bir an onun için,7
onun sadece özel bir,7
küçük bir şey ve,7
merhaba de ve ona,7
bir yerde ve orada,7
bir yerde ve onu,7
size biraz zaman daha,7
bir yerde ve ben,7
mü kimse yok işte,7
size biraz özel zaman,7
onun sana benden daha,7
size bir şey olduğunu,7
kız çok da mutlu,7
merhaba bu kadar geç,7
merhaba bu da benim,7
küçük biri için çok,7
mü neden bir tek,7
kız var öyle mi,7
lütfen söyle onlara ne,7
mü ediyor bu bize,7
onun nerede olduğunu bize,7
size birkaç gün izin,7
merhaba da mı yok,7
lütfen sen hiç bir,7
sadece hoş değil aynı,7
küçük bir şey işte,7
bir anne olmak zor,7
küçük bir şey iyi,7
bir anne olarak bu,7
bir anne olarak bana,7
kız vardı ve ondan,7
kız ve ben sadece,7
merhaba gibi ama daha,7
lütfen yardım edin ona,7
bir anne baba var,7
bir yere git tamam,7
sadece et ve biraz,7
bir yere gidelim ve,7
bir anne bunu nasıl,7
bir yere gidelim de,7
bir anne değilim ama,7
size başka bir gerçek,7
bir anne değil miyim,7
bir yere gidip sizin,7
lütfen sen de öyle,7
nasıl kesinlikle emin olabilir,7
küçük kız için de,7
küçük kız için burada,7
ne zaman oldu böyle,7
nasıl her yer olabilir,7
peki sorun tam olarak,7
peki sizin bu yeni,7
peki son olarak gerçek,7
peki sonra neler olduğunu,7
onun olmalı ama eminim,7
ne kadar onlar gibi,7
peki tamam ama lütfen,7
peki tamam ama olduğunu,7
misin yoksa bütün gece,7
misin yoksa iyi misin,7
size başka şeyler de,7
mü yoksa senin gibi,7
sadece herkes için doğru,7
kız sizi görmek istiyor,7
küçük kız onu geri,7
mi yoksa yine mi,7
peki tekrar ne zaman,7
sadece hâlâ insan mısın,7
bir an sizi başka,7
peki size göre ben,7
peki tam olarak kaç,7
nasıl her şey iyi,7
ne zaman iyi olacak,7
peki tam olarak burası,7
onun ne olduğunu çok,7
size ben bir şey,7
lütfen söyle bana sorun,7
ne zaman olur şu,7
sadece harika bir şey,7
nasıl hep ilk ben,7
mü hiç bir şey,7
lütfen tam olarak tekrar,7
size zor bir iş,7
küçük kız hakkında neden,7
size zor geldi mi,7
mü yoksa bir şey,7
size çok ama çok,7
onun olduğu kadar iyi,7
peki söyle bakalım benim,7
peki söyle bakalım neden,7
onun olacak değil mi,7
peki söyle bana nasıl,7
küçük kız ne de,7
mı görmek ister misin,7
onun içinde her ne,7
bir bak ve söyle,7
onun senin hakkında ne,7
nasıl böyle olduğunu ben,7
mi yoksa sadece kız,7
ne zaman gidip şey,7
nasıl bundan daha kötü,7
mı doğru zaman olduğunu,7
nasıl bu kadar hoş,7
bir kız olarak böyle,7
nasıl böyle biri oldu,7
onun senin gibi bir,7
mı diye gidip bir,7
son sen ne zaman,7
nasıl da bir şey,7
kız nasıl birini ister,7
onun senin için neler,7
ne zaman bu iş,7
onunla bir çok çocuk,7
kız nasıl oluyor da,7
kız nasıl senin oluyor,7
kız nasıl öyle bir,7
nasıl daha iyi ya,7
mı diye bir kaç,7
ne zaman gerçekten iyi,7
bir kız nasıl birini,7
son olarak da kendi,7
son olarak niye olduğunu,7
küçük bir çocuk ona,7
son olarak kendini bir,7
ne zaman tekrar yemek,7
onun ya da benim,7
son bu kadar çok,7
onunla burada çok da,7
son birkaç hafta bana,7
son birkaç hafta önce,7
mi yoksa sadece burası,7
ne zaman biri beni,7
küçük diye bir şey,7
onunla da o kadar,7
misin yoksa burada böyle,7
son onunla birlikte olduğunu,7
son dakika oldu ama,7
son dakika ama bir,7
ne zaman bizi dışarı,7
misin demek oluyor bu,7
mı istiyorsun yoksa para,7
son adam da öyle,7
son kişi sen misin,7
size nasıl bir iş,7
son olacak tamam mı,7
mu bilmiyorum da daha,7
bir kız ve o,7
son nedir benim size,7
mı dedim ben şimdi,7
son ne zaman tek,7
son ne zaman uzun,7
son olarak bence biraz,7
mu bilmiyorum ama çok,7
son ne zaman vardı,7
bir kız sizi görmek,7
bir kız var benim,7
nasıl da senin için,7
son o zaman onları,7
kız mı olduğunu biliyor,7
son ne zaman işe,7
onun tam olarak nereye,7
bir kız olmak zor,7
son ne zaman benden,7
son ne zaman bize,7
son ne zaman bütün,7
son ne zaman onu,7
bir kız var lütfen,7
onun size gerçek bir,7
mu beni seni küçük,7
bir kız ki çok,7
onun size hiçbir zaman,7
kız mı yoksa sadece,7
son kişi olmak pek,7
onunla bir dakika ver,7
mı bütün sorun bu,7
son kişi olacak kadar,7
onunla bir daha mı,7
nasıl daha da güzel,7
bir kız olmak nasıl,7
mu bilmiyorum ama bana,7
ne zaman benden daha,7
son kişi o olur,7
bir kız vardı tamam,7
ne zaman bir baba,7
bir kız vardı bir,7
son olarak bu benim,7
bir kız var seni,7
onunla bir insan gibi,7
onun ve senin gibi,7
nasıl bir kadın bu,7
onunla değil ama onunla,7
onunla bir şey hakkında,7
bir anda kendini yok,7
onun için neden böyle,7
kötü doğru ve yanlış,7
onun için sana çok,7
küçük bir çocuk yok,7
onun için sadece para,7
size tam olarak nerede,7
bir anda bir anda,7
ne kadar kabul etmek,7
mı hiç bilmiyorum ama,7
ne kadar iş yapmak,7
mi yoksa doğru mu,7
bir anda her yerde,7
onun için zor olduğunu,7
mi yoksa burası iyi,7
bir anda oldu sadece,7
bir anda nerede olduğunu,7
bir anda ne zaman,7
misin o zaman tatlım,7
onun için zaman sadece,7
son iki hafta da,7
bir an önce çocuk,7
mi yoksa doktor diye,7
mı istiyorsun yoksa bu,7
size o kadar para,7
onun içinde değil mi,7
onun içinde de olduğunu,7
nasıl bir kız bu,7
size onun hakkında hiçbir,7
bir anda öyle yok,7
nasıl bir kız böyle,7
bir anda yok oluyor,7
size orada ne oldu,7
kötü fakat onun için,7
mı hiçbir şey beni,7
bir anda başka biri,7
size karşı bir şeyi,7
size karşı da zor,7
bir an önce tamam,7
onun için son bir,7
onun için sorun yok,7
miyim bay ve bayan,7
onun için tek kadın,7
miyim benim değil de,7
size kim söyledi efendim,7
ne zaman sizin için,7
bir anda büyük bir,7
bir anda bu mu,7
ne kadar kötü kötü,7
ne kadar oldu birkaç,7
son gibi değil mi,7
son bir şey son,7
misin yoksa ben miyim,7
son anda onu son,7
mi yoksa ona izin,7
mi yoksa o gün,7
son an o sanırım,7
onun çok kötü bir,7
mı kendini çok daha,7
onun için yapıyorsun ve,7
son anda bir iş,7
misin yoksa benim mi,7
ne zaman ve nedir,7
onunla birlikte olan kadın,7
onunla birlikte bir şeyler,7
mı kontrol et olur,7
onunla birlikte olan başka,7
misin ya da biraz,7
onunla birlikte mi olmak,7
ne kadar oldu geri,7
onun şimdi senin bu,7
onun şu anda burada,7
bir eski şey işte,7
bir anda geri geldi,7
size saat üç için,7
nasıl bir şey peki,7
son hafta içinde ne,7
küçük bir çocuk seni,7
ne zaman seni görmek,7
mi yoksa tam mı,7
küçük bir çocuk sadece,7
ne zaman senin eve,7
bir merhaba da mı,7
bir merhaba demek yok,7
son kez ve sonra,7
size söyledi mi hiç,7
son kez tekrar mı,7
onun özel olduğunu hemen,7
son kez senden bir,7
son işte seni dışarı,7
son bir kez benim,7
son iş onlara bizi,7
bir yere beni bir,7
lütfen yani senin beni,7
sadece eve gidip bir,7
sadece bir şeyler görmek,7
onunla tek bir an,7
sadece bir kez görmek,7
mutlu olsun istiyor musun,7
onunla olmak için buraya,7
sadece bir kaç yeni,7
sadece bir kaç şeyi,7
onunla ne gibi bir,7
neden bana bunu daha,7
sadece bir şeyler hakkında,7
orada bana gerçekten bir,7
neden bana en iyi,7
kötü ya da iyi,7
neden bana bundan hiç,7
musun sen gerçekten de,7
orada ol ki bizi,7
kötü ve iki dakika,7
musun sen de öyle,7
orada niye bir kız,7
kötü ve daha kötü,7
mutlu olmaz mısın sen,7
onunla sadece para için,7
ne olur beni burada,7
sadece bir şeyler için,7
onunla git ya da,7
sadece bir saat mi,7
neden bana ondan neden,7
kız da mı aynı,7
onunla gerçek bile bir,7
musun senin her şeyi,7
ne olur ki bir,7
lütfen ne olur ne,7
ne olur çok geç,7
musun seni bundan daha,7
onunla git bence tamam,7
onunla güzel bir şeyler,7
ne kadar çok senin,7
ne olur onun sağ,7
sadece bir iş olarak,7
onunla fakat sen onun,7
ne olur bir daha,7
sadece bir hiç olduğu,7
onunla iki kez yemek,7
onunla iki kez birlikte,7
onunla ilgili başka neler,7
orada ne işi olacak,7
orada ne olduğunu herkes,7
size göre onu kim,7
orada mı diye bakalım,7
lütfen onun hakkında kötü,7
orada işi yapmak için,7
neden bana daha çok,7
ne kadar güzel zaman,7
mısın bir an önce,7
sizin de var gibi,7
sadece biraz geri git,7
orada kötü bir şeyler,7
neden bana böyle sorun,7
sizin eve de bir,7
orada kadın ve çocuklar,7
ne olmaz diye iki,7
ne kadar harika olduğu,7
mısın bu gece için,7
orada kimse sana yardım,7
musun yoksa çok mu,7
bir eve göre öyle,7
ne kadar güzel ne,7
ne olmaz diye onu,7
bir eve kaç tane,7
kötü biri olmak için,7
sizin ne kadar yardım,7
orada ne oldu dostum,7
orada olacak ve gerçekten,7
musun sadece üç gün,7
ne kadar özel ve,7
orada olacak ben de,7
orada olacak bir kaç,7
sadece bir çocuk ne,7
kız bana çok fazla,7
mutlu ve hep seni,7
orada olduğunu biliyorum seni,7
lütfen oraya git ve,7
mutlu son gibi değil,7
musun o sadece bir,7
musun sanırım seni yanlış,7
orada olan her şeyi,7
orada olan biri var,7
orada olan bir tek,7
kız artık burada değil,7
bayan diye bir şey,7
kız artık senin gibi,7
orada kaç tane var,7
kız artık bizim için,7
mı yoksa yeni bir,7
neden bana onun hakkında,7
kız da orada seni,7
ben eminim bir şeyler,7
bir yerde biri seni,7
bir baba değilim ama,7
mutlu olmak için neden,7
ben en az birini,7
mutlu olmak için onlara,7
bir baba değilim değil,7
bayan benim için sorun,7
sizin için harika olacak,7
bir yerde daha büyük,7
sizin için eski bir,7
mutlu olmak da öyle,7
musun belki de beni,7
mutlu ne önemli bir,7
sizin için fazla olabilir,7
oraya nasıl ve ne,7
ne lanet şey böyle,7
ne siz ne bir,7
bir baba olmak istiyor,7
musun ben bir nasıl,7
bir baba olmak beni,7
sizin için kötü olduğunu,7
sadece buraya kadar iyi,7
ne söyledi tekrar et,7
bir bakalım olmaz mı,7
sizin için daha sonra,7
sizin için de doğru,7
bir bak o da,7
seviyorum ama bu benim,7
oraya bu gece ben,7
seviyorum ama biraz para,7
bir yerde görmek büyük,7
sizin için de güzel,7
bir bakalım var mı,7
seviyorum ama bakın ne,7
sizin için iki yeni,7
bir bakalım bir tane,7
bir baba olacak mı,7
bir yerde gördüm gibi,7
ne zor bir şey,7
mutlu olmak istiyor musun,7
sizin için hemen hazır,7
bir baba olarak size,7
sizin için hep en,7
mutlu olmak için büyük,7
mı çünkü biz bu,7
ne mutlu ki dışarı,7
sizin için gerçekten üzgünüm,7
onunla ilgili her küçük,7
seviyorum ve bu işte,7
seviyorum ve bir daha,7
sizin orada daha çok,7
seviyorum seviyorum seviyorum dedim,7
seviyorum sana böyle bir,7
seviyorum çünkü o kadar,7
oraya git ve merhaba,7
lütfen ona bir kez,7
sadece bir saat geç,7
onunla ilgili bu kadar,7
mı çünkü benim bir,7
ne kadar önce buradan,7
neden bana senden çok,7
sizin ne de bizim,7
ne söyledi sana bay,7
onunla ilgili öyle çok,7
ne söyledi sana seni,7
mutlu yer diye bir,7
mı yoksa zor mu,7
mutlu ya da değil,7
seviyorum ve onlar senin,7
oraya git seni lanet,7
neden bana o gece,7
sizin ona ne kadar,7
kötü çocuklar tüm o,7
bir bana bakın bir,7
kötü çok adam var,7
lütfen o kadar da,7
sizin sizin ve sizin,7
oraya nasıl geldi bilmiyorum,7
sizin sadece birkaç şey,7
mutlu oldu ne de,7
kız bu gece iyi,7
kız bu çok fazla,7
neden bana tüm bu,7
kötü çünkü şu an,7
lütfen ona bak bir,7
mutlu olacak güzel bir,7
