fivegram,frequency
ne para ne başka bir,11
hadi bir şey söyle lütfen,11
o da benim gibi sağ,11
göre bugün yeni bir şey,11
biliyorum ama yine de bunu,11
yani hepsi değil ama sanırım,11
gibi bir adam için ne,11
daha sonra tüm bu lanet,11
gibi bir adam bu kadar,11
ne kadar da kötü oldu,11
ne yani her şey bir,11
yani her şeyi olan ama,11
ama sen ve ben hep,11
ama sanırım seni daha önce,11
hayır belki bir şeyler belki,11
bu kadar büyük bir eve,11
ne var ne yok baba,11
hayır ben bugün bir şey,11
ne var ne yok bak,11
ne kadar daha iyi olduğunu,11
ne var bu şey her,11
üç dakika sonra mı oluyor,11
için daha önemli değil mi,11
kadar çok tek bir şeyi,11
kaç kaç kaç kaç kaç,11
tanrım senin de ama sen,11
hayır ben hiç bir yere,11
gibi ben de bunu yapmak,11
zor olduğunu biliyorum ama tek,11
zor olduğunu biliyorum ama ne,11
ama sen ve ben yeni,11
söyle lütfen senin için ne,11
o gece hakkında bana hiçbir,11
onun hem de bizim için,11
hiçbir şey kendini daha iyi,11
artık para var işte bu,11
söyle ne onun ne de,11
hemen şimdi bir şeyler yemek,11
ne kadar bir an önce,11
o gece neler olduğunu hiç,11
senin için her şey daha,11
kadar çok istiyorsun ki bu,11
için bir gün ister misin,11
olmak için bana biraz zaman,11
ne yani beni hiç mi,11
için de bir ilk olacak,11
evet güzel bir yer fakat,11
için neden bir tane yok,11
olmak için artık çok geç,11
hayır ama ben de onu,11
kişi bile bize fazla sorun,11
musun dostum bundan daha iyi,11
artık senin için bir şey,11
iki dakika ver olur mu,11
yani hem evet hem hayır,11
için üzgünüm ama her şey,11
bir kez daha dinle ve,11
kadar çok seviyorum ki bu,11
kabul etmek sana hep zor,11
niye bu kadar geç oldu,11
bu kadar iyi olmak çok,11
bu kadar iyi olmak bana,11
senin de ama sen bunu,11
ne zaman önemli bir şey,11
onun için artık ne var,11
bu kadar iyi bir insan,11
bir kadın var mı burada,11
üç gün çok geç olabilir,11
her an her yerde onu,11
iki hafta değil de iki,11
daha ne kadar istiyorsun ki,11
daha olduğunu biliyorsun değil mi,11
senin de hazır olduğunu söyledi,11
insan ya iyi ya da,11
senin de bana karşı böyle,11
kabul et beni daha çok,11
hayır hayır bir sorun yok,11
insan ve sen de hiç,11
için de hiç hoş bir,11
niye bana bu kadar kötü,11
üç gün belki bir hafta,11
geri git geri git geri,11
için daha özel bir şey,11
o zaman niye burada değil,11
efendim gece oldu ve bu,11
hiçbir zaman öyle olmaz bunu,11
ondan sonra ne oldu bilmiyorum,11
için değil öyle değil mi,11
ne kadar iyi bir iş,11
için daha çok bir iş,11
sana da güzel bir tane,11
tanrım seni görmek çok hoş,11
ama sen her zaman her,11
evet bakalım burada ne var,11
onun için de büyük bir,11
bu kadar iyi olan ne,11
bir kadın olduğunu biliyorsun değil,11
ne şimdi ne de yarın,11
onlar onu istiyor ve o,11
o ki bütün çocuklar aynı,11
ne var diye kontrol et,11
ondan sonra ne oldu peki,11
istiyorum ve onları hemen şimdi,11
istiyorum ve sen bunu bana,11
ne var ki benden bu,11
olmak istiyorsun ve bir anda,11
kadar az şey ve de,11
o gece iki kadın da,11
iş için daha iyi bir,11
güzel bir yemek için de,11
biliyorum anne bu yüzden sana,11
biliyorum anne olmak için hazır,11
o olmalı ama kimse ondan,11
olacak tabii ki çünkü gerçek,11
zaman çok iyi bir anne,11
o da öyle ama bu,11
güzel bir yemek yemek çok,11
hiçbir şey hiçbir şey ve,11
bu kız bana hiç para,11
o daha sadece bir çocuk,11
nasıl olur da beni hiç,11
nasıl bu kadar çok insan,11
ama senin nasıl biri olduğunu,11
için o kadar iyi olacak,11
ben de size sadece neler,11
gün oldu ve hiçbir şey,11
önce hiç kimse beni böyle,11
daha asla bu kadar mutlu,11
o mu yoksa sen mi,11
o da senin için çok,11
hiçbir şey için de özür,11
hiçbir şey için değil ama,11
kız sadece bir insan ve,11
de çok önemli bir iş,11
daha asla ama asla bu,11
biliyorum ama önemli bir şey,11
daha büyük daha uzun daha,11
olmak benim için çok zor,11
nasıl olur da hiç kimse,11
o önemli gün geldi efendim,11
kadar küçük bir çocuk için,11
her gün her saat her,11
kimse beni bir şey yapmak,11
bir kişi için fazla bir,11
biliyorum ama çok iyi bir,11
ne zaman biri yardım için,11
kız öyle biri ki benimle,11
ama senin için daha iyi,11
de çok teşekkür ederim bayan,11
her gün böyle değil mi,11
nasıl bu kadar iyi olabilir,11
o yüzden mi bana üç,11
o onu yemek istiyor ve,11
hiçbir şey hiçbir zaman onu,11
için bir tane al bana,11
daha büyük bir şeyler var,11
her iki şekilde de onu,11
ben de çok kötü bir,11
önce hiç kimse böyle bir,11
güzel bir yer fakat en,11
o iki saat içinde ne,11
orada çok fazla para var,11
kadar önemli olan iş nedir,11
kadar önemli olduğunu bilmiyorum ama,11
sadece bir insan demek gibi,11
yanlış yer yanlış zaman yanlış,11
kadar önce bir adam buraya,11
ama sen benim kadar kötü,11
artık sana az mı geliyor,11
ne kadar da eski bir,11
kişi şu anda bir çok,11
evet ben de bir tane,11
ne kadar da hoş biri,11
evet belki de daha fazla,11
ne kadar da hoş geliyor,11
için ne güzel bir gece,11
ama sen yine de ona,11
biliyorsun özel biri gibi bir,11
senin benimle ilgili o şekilde,11
için ne de başka bir,11
nasıl olur da öyle bir,11
ama sen ne biliyorsun ki,11
için ne demek olduğunu bir,11
git geri git geri git,11
evet başka biri daha var,11
gün tam olarak ne olduğunu,11
bu kız öyle biri ki,11
hayır ama güzel çok güzel,11
nasıl oluyor da daha önce,11
güzel bir yer ama ilk,11
evet hem de benim gibi,11
onu yemek istiyor ve herkes,11
neden buna gerek olsun ki,11
nasıl oluyor da her gün,11
sen daha ne kadar istiyorsun,11
ben de tam olarak oraya,11
ne kadar iyi bir bakalım,11
ben de tam bu yüzden,11
güzel bir kız ama biraz,11
ama sen de bir daha,11
hiçbir şey bu kadar mutlu,11
kimse bize kötü bir şey,11
kimse bunu senden daha fazla,11
de tanrım senin de ama,11
nasıl oluyor da hep sen,11
onu yok etmek için fazla,11
bu kötü bir şey olmaz,11
hiçbir şey için sana yardım,11
ama sen de aynı şeyi,11
ne kadar hoş olduğunu söyledi,11
hayır hayır bu benim için,11
ol önemli bir şey değil,11
o da en eski dostum,11
aman tanrım bunu ne için,11
peki nasıl oluyor da o,11
aman tanrım evet ben de,11
olan son bir şey vardı,11
hadi ama gidip bir şeyler,11
o zaman neden onu bu,11
gerçek bir şey görmek ister,11
bile bunun ne kadar hoş,11
daha onun ne demek olduğunu,11
olmak için hiçbir zaman geç,11
yani o sen ve benim,11
ona bu yüzden yardım etmek,11
bile her zaman daha çok,11
saat kaç olduğunu biliyor musun,11
gibi bir şey mi tam,11
efendim ben çok iyi bir,11
senin için zor oldu mu,11
olan benim çünkü senden daha,11
bu işte o kadar iyi,11
hâlâ bütün bir gün vardı,11
daha önce hiç kimse benimle,11
yani ne demek oluyor bu,11
senin için bir hiç miyim,11
bir kız ve ben onu,11
ki pek de iyi bir,11
hayır gerçekten iyi bir şey,11
senin için uzun zaman oldu,11
yani senin benimle ilgili o,11
ederim ki bütün bunlar doğru,11
ederim ki hiçbir şey bilmiyorum,11
işte sana çok para var,11
işte her şeyi gördüm ve,11
ne kadar para olduğunu biliyorum,11
o zaman neden her yerde,11
oh evet hem de çok,11
bir kız için nasıl bir,11
daha sonra tam üç gün,11
ki her şey daha iyi,11
bir kız ve bir adam,11
sadece bir kaç dakika içinde,11
hadi ama zaten hiç kimse,11
lazım dostum şu an biraz,11
hadi ama sen de istiyorsun,11
bir kız için güzel bir,11
bir kız ile daha iyi,11
üç yıl daha bekle seni,11
hadi ama senden çok zor,11
yani kimse bize kötü bir,11
efendim az önce ne oldu,11
aman tanrım bu sen misin,11
o zaman neden o lanet,11
hep başka bir şey vardı,11
küçük bir sorun oldu çocuklar,11
senin için özel biri var,11
için daha büyük bir şey,11
o zaman sana yardım ederim,11
için güzel bir yer olur,11
o senin kendini bir yere,11
pek de kötü bir şey,11
tamam o zaman her şey,11
hem onu hem de beni,11
hayır hiçbir şey hiçbir şey,11
saat içinde seninle tam burada,11
bile ki bu da bir,11
hakkında çok şey biliyorum zaten,11
için güzel şeyler istiyorum ama,11
ki sen de benim için,11
hem onun hem de bizim,11
hayır her şey güzel olacak,11
için her şey bu mu,11
daha önce hiç bu gibi,11
ne güzel değil mi anne,11
hâlâ bana karşı bir şeyler,11
ki sadece şimdi senden daha,11
zor bir gün oldu ve,11
kötü adam benim diye mi,11
gibi bir yer yok mu,11
bile daha iyi bir şey,11
tamam söyle bakalım ne olacak,11
yani o bir bayan mı,11
ama sonra bir gün tüm,11
gibi bir şey için mi,11
senin için çok da zor,11
ama sonra bir şey pek,11
için daha iyi olduğunu söyledi,11
gerçek daha var ki ben,11
aman tanrım bu hiç hoş,11
bir kaç gün içinde eve,11
seninle ben o kadar da,11
bir kaç saat daha burada,11
senin için yoksa benim için,11
hem zaten ben kimse için,11
hem üç gün çok geç,11
an için bunun doğru olduğunu,11
olmak için hazır değilim sadece,11
hem sana ne oluyor ki,11
senin için özel bir yer,11
hakkında şu anda çok az,11
neden her zaman seni bir,11
bir insan için küçük bir,11
neden her zaman bunu ben,11
oh evet sen devam et,11
işte senden çok daha iyi,11
olsun ya da ne kadar,11
için çok özür dilerim bay,11
hayır hayır bu çok kötü,11
senin ve benim için çok,11
daha da hiçbir zaman asla,11
efendim sanırım bir yerde yanlış,11
hep böyle yapmak zorunda mısın,11
hayır hayır ama güzel çok,11
onun için hiç iyi olmaz,11
sadece bir merhaba de ona,11
kadar sen hiç bir şey,11
işte böyle bir şey dostum,11
oraya gidip ona bir dakika,11
işte bu yüzden bunu sen,11
bu işte sana çok para,11
iki ya da üç kişi,11
iki ya da üç dakika,11
hayır hayır gerçekten iyi bir,11
üzgünüm sana daha önce bütün,11
sen daha iyi bir şey,11
hayır hayır hayır ben değil,11
ne kadar zaman oldu bilmiyorum,11
olsun sana teşekkür etmek istiyorum,11
sana bir sorun mu var,11
yani eğer benim de iki,11
olarak böyle bir kız hakkında,11
iki tane yok değil mi,11
ona burada olduğu için mutlu,11
ne yani şimdi de kimse,11
evet aslında ben hemen hemen,11
her gece bunu tekrar tekrar,11
üzgünüm senin için bir şey,11
ne yanlış bir şey mi,11
miyim ondan bile emin değilim,11
para burada değil ve eğer,11
iki hafta önce olan mı,11
için seninle birlikte olmak istemiyorum,11
bu kadar geç oldu mu,11
için çok önemli bir yer,11
bir iş olduğunu ne zaman,11
efendim önemli bir sorun var,11
o zaman ona söyle bu,11
üzgünüm yeni kız ama kimse,11
o zaman neden böyle oldu,11
hep değil ama nerede ve,11
gereken şey şu ki şu,11
o şey onu ne zaman,11
için çok özel biliyor musun,11
o ki bu senin için,11
üzgünüm çocuklar ama bu bir,11
güzel çünkü bize lazım olacak,11
daha sonra bizi görmek için,11
o şey yine mi sorun,11
için sadece bir iş değil,11
zor olduğunu biliyorum ama gerçekten,11
daha sonra diye bir şey,11
hadi ama orada olduğunu biliyorum,11
bir kadın bir de çocuk,11
sadece bir kez bir kaç,11
ne kadar oldu iki üç,11
ne kadar oldu üç yıl,11
o zaman neden daha kötü,11
senin de bir insan olduğunu,11
yani sen daha önce hiç,11
olan bir kişi daha var,11
işte bu yüzden seni seviyorum,11
bir kadın bu kadar çok,11
ki orada bir yerde bunu,11
yani sen de bizim için,11
o zaman neden burada değil,11
hadi ama neden böyle yapıyorsun,11
o zaman neden bir tek,11
yani sen de mi bir,11
bu işi şimdi mi yapmak,11
hep aynı şey lanet olsun,11
daha sonra onunla ilgili şeyler,11
hayır hayır daha da kötü,11
için önemli bir para değil,11
gereken çok şey var daha,11
için pek çok neden var,11
gereken çok önemli şeyler var,11
gereken şey bu mu senin,11
güzel şey ve aman tanrım,11
güzel şey ne biliyor musun,11
güzel şeyler istiyorum ama bunu,11
iki yıl içinde neler olur,11
için özür dilerim ama artık,11
için özür dilerim ama burada,11
için özür dilerim ama geri,11
için özür dilerim ama gerçekten,11
için pek de iyi olmaz,11
ama size hiçbir şey için,11
ne var biliyor musun değil,11
ol seni de iyi gördüm,11
hep bu yüzden olur zaten,11
gerekiyor ama bu seni onu,11
bu işi tam sana göre,11
iki saat içinde burada olacak,11
o zaman neden hala burada,11
senin için bir yer olduğunu,11
güzel ve mutlu bir yer,11
daha sonra adam buraya geri,11
iyi bir neden olur mu,11
ama burada bir şey yok,11
de her şey bir anda,11
şey için neden bir tane,11
bu bana da çok zor,11
bu aslında şu şekilde olmalı,11
evet ama nereye kadar ve,11
yoksa benim için de sorun,11
seni görmek için uzun bir,11
bu aslında benim için çok,11
yoksa bu da başka bir,11
ve hayır hem evet hem,11
söz ediyorum onun ne olduğunu,11
size bu gece için orada,11
bakın harika olan bir şey,11
yoksa benim için iyi olmaz,11
sanırım siz de niye burada,11
bakın bunu kimse benim kadar,11
bugün yarın belki de asla,11
ben yeni bir şeyler istiyorum,11
şey için çok teşekkür etmek,11
bu beni daha iyi mi,11
bu benden bir tane daha,11
bu belki de kötü bir,11
bakın ne kadar güzel bir,11
evet o da çok harika,11
ama böyle bir şey her,11
yok para yok zaman yok,11
başka hiç kimse beni o,11
şey mi tam o mu,11
bugün sizin için güzel bir,11
bu bir adam mı yoksa,11
bu benim için gerçekten zor,11
bu benim için fazla büyük,11
ama bana bir şey olmaz,11
dinle neden hâlâ bu iş,11
bu benim için biraz fazla,11
beni daha iyi bir kadın,11
bu bir kişi için fazla,11
bugün benim için çok hoş,11
ama bu özel bir zaman,11
başka kimse yok ki burada,11
beni geri al ya da,11
ama bu çok kötü bir,11
bu bana göre bir iş,11
çok kötü bir şey oluyor,11
bugün onlar için büyük bir,11
ama bu çok eski bir,11
bu bir an önce olsun,11
sonra da onu kontrol ediyor,11
evet ama ne kadar daha,11
bu beni çok ama çok,11
dinle o sadece bir adam,11
bugün yarın bir yıl içinde,11
başka kimse var mı burada,11
yoksa başka biri mi var,11
bu beni nasıl bir insan,11
teşekkürler ama ben iş için,11
bu benim için güzel bir,11
demek olduğunu biliyor musun sen,11
biri daha iyi misin diye,11
ama burada çok güzel bir,11
evet ama iyi şekilde değil,11
ben ve sen sen ve,11
demek istiyorum ki onlara bunu,11
buna neden olan şey ne,11
demek oluyor ki sen de,11
biri benim biri senin için,11
ben teşekkür ederim yarın yine,11
ve şimdi iyi bir şey,11
buna neden olan ben değilim,11
ama bu yüzden burada değilim,11
buna neden olmak ister misin,11
ama daha da kötü şeyler,11
sonra iki sonra da üç,11
ve şimdi de bu mu,11
ve şimdi de bunu sana,11
demek ki senin için yeni,11
ve şimdi en önemli an,11
şey var orada ne demek,11
teşekkür ederim ama ben kendi,11
demek için iyi bir zaman,11
ama bu iyi değil mi,11
de benim için çok önemli,11
çok ne istiyorum biliyor musun,11
ve şimdi bir iki üç,11
ben şey bak şey her,11
bu başka bir gün için,11
yok sadece lanet bir iş,11
sonra ona bir şey oldu,11
bugün herkes için zor bir,11
yok mu yoksa aynı mı,11
yok o iyi bir şeyi,11
sana olan da bu değil,11
ve hakkında daha çok şey,11
teşekkür ederim ama her şey,11
çok para daha çok para,11
sana o kadar büyük bir,11
ben öyle ya da böyle,11
yok sizin ve bunu sen,11
biri de bu olacak çünkü,11
ama burada daha ne kadar,11
bakalım burada ne var bu,11
sonra olacak şey için burada,11
yoksa sen de mi bir,11
ben sizin için her zaman,11
bugün için yok yarın için,11
bakalım harika çocuk ne istiyor,11
ama burada başka biri daha,11
ben size yardım etmek istiyorum,11
yoksa senin için kötü olur,11
yoksa senin için sadece bir,11
beni daha önce kimse onun,11
bu benim için tam olarak,11
ama bu her şey gibi,11
bak bakalım ne var burada,11
ama nereye kadar ve ne,11
ama niye bu kadar uzun,11
sana yardım etmek istiyorum sadece,11
çok zor bir şey istemiyorum,11
evet ama daha iyi bir,11
ve her gün üç saat,11
beni kabul etmek sana hep,11
ve hepsi seni daha çok,11
size her şey için teşekkür,11
ama nasıl bir şey olduğunu,11
ama belki de bana öyle,11
beni ilk kez o zaman,11
ve onun hakkında pek çok,11
ama ne zaman böyle bir,11
bak bakalım bize kaç kişi,11
da onun gibi değil mi,11
ama belki de her gece,11
ama belki de iyi bir,11
de ben sana bir şey,11
beni hala istiyorsun değil mi,11
ama belki de o bir,11
bak dostum onu o zaman,11
da onları her zaman biraz,11
ama o şey değil ki,11
de ben senden bir şey,11
evet ama bunun iyi bir,11
ama belki sen de yardım,11
da onlar gibi olmak ister,11
buraya bizim için değil başka,11
ama ben bunu daha önce,11
ama ben daha çok bir,11
ama neden öyle bir şey,11
siz çocuklar onlara artık böyle,11
bak bir tane daha geliyor,11
benden çok daha büyük bir,11
seninle her zaman pek şey,11
bundan sonra olacak şey için,11
bak bir bak bir bak,11
sanırım buraya daha önce hiç,11
evet ama en şu an,11
da ama bunu herkes biliyor,11
ama o benden çok daha,11
ama ben daha önce de,11
ama o başka bir iş,11
sen bugün harika bir iş,11
eminim senin için en iyi,11
bak ben çok büyük bir,11
evet o önemli gün geldi,11
ama o adam sen ol,11
sana yardım etmek için geri,11
da olabilir bir yıl da,11
evet o zaman her ne,11
ama o çok güzel bir,11
ama o zaten hiçbir şeyi,11
beni daha önce de beni,11
ve gerçekten çok hoş biri,11
ama o küçük bir çocuk,11
sana ne kadar güzel olduğunu,11
dinle onu değil çok geç,11
bak bu gece bir şey,11
ama o kötü bir çocuk,11
sonra hiçbir şey asla aynı,11
demek siz de bizim gibi,11
bu benim yeni dostum ve,11
ve gerçek bir baba nasıl,11
seninle şu iki çocuk hakkında,11
da ne demek oluyor efendim,11
ama bakın hiçbir şey yok,11
da ne kadar güzel olur,11
seni görmek için bir şeyler,11
bakın benim için saat geç,11
ve gerçek bir işi var,11
dostum bu çok zor bir,11
sana karşı hala bir şeyler,11
ama bunu herkes biliyor zaten,11
beni dinle onu değil çok,11
sana karşı pek çok şey,11
sonra hala bir neden mi,11
sana karşı neden bu kadar,11
dostum bundan daha iyi olmaz,11
bak bu gece için özür,11
dinle onunla daha önce de,11
sanırım seni artık daha iyi,11
bak doktor sana bir şey,11
size göre bir şeyler var,11
ama aslında bu işte çok,11
ama o zaman nasıl olacak,11
ama o yine de bir,11
sana mutlu bir son mu,11
bak dostum gerçekten bunlar için,11
dostum böyle bir şey hiç,11
ama ondan bir tane istiyorum,11
beni hiçbir şey bu kadar,11
ama aslında çok iyi bir,11
sanırım onun ne olduğunu biliyorum,11
da neler olduğunu çok iyi,11
ama o kadar çok değil,11
ama bana göre büyük bir,11
sana ne de senin bana,11
beni nasıl olur da seninle,11
seni görmek her zaman büyük,11
beni mutlu etmek için tam,11
dostum gerçekten bunlar için çok,11
ve hâlâ daha devam ediyor,11
ama bana hiç bir zaman,11
çok uzun zaman sonra ilk,11
ama o gerçekten mutlu değil,11
beni ne kadar mutlu ediyor,11
buna bir an için bile,11
şey tamam ama eminim ki,11
seni mutlu etmek için çok,11
dostum onu o zaman bir,11
bana yardım etmek istiyorsun biliyorum,11
şey harika olacak bunu biliyorsun,11
değilim ama yine de teşekkürler,11
ama daha önce hiç buna,11
siz çocuklar için ne kadar,11
ama daha iyi bir şeyler,11
siz çocuklar benim için işte,11
benim ve onun için iyi,11
bir şeyler biliyorum ama bu,11
bir şeyler belki bir şeyler,11
şey hiçbir şey ve hiçbir,11
ama en şu an için,11
yeni kız ama kimse sana,11
benim senin için var ama,11
ama eğer bana onun başka,11
benim sana ne de senin,11
değil ki benim için çok,11
benim için saat geç oldu,11
biraz geç öyle değil mi,11
tane de benim için var,11
siz neden bu kadar çok,11
benim için pek de iyi,11
benim için ondan daha fazla,11
benim için ona teşekkür et,11
bir şey yok ama şunu,11
şey hakkında hiç bir şey,11
bana neler olduğunu biliyor olmalı,11
şey belki de yarın burada,11
bence ne olduğunu çok iyi,11
şey bana mı geliyor yoksa,11
yok bir şey tatlım hadi,11
yok artık hiçbir şey yok,11
yok bana bir şey olmaz,11
sonra artık çok geç olacak,11
yok belki ama sanırım bu,11
başka bir kız ile daha,11
yok benim de senin için,11
yok bir tek bu var,11
evet ama bu hiçbir şeyi,11
şey başka bir yer için,11
bir şey yok sadece biraz,11
ama gerçek şu ki seni,11
bir şeyler yemek için iyi,11
son ver önce de sana,11
benim olan bir şey yok,11
ama gerçek şu ki beni,11
ama dostum orada daha çok,11
şey hayır hayır ama biraz,11
değil çünkü kimse nerede olduğunu,11
ama doktor benim ve onun,11
değil çünkü bu kez başka,11
bir şey yok gerçekten hiçbir,11
benim için ona bir şey,11
benim için sen önce bir,11
bir şeyler olduğunu söyledi ama,11
dostum ya o ya da,11
benim için çok iyi olabilir,11
sen bu iş için en,11
benim için çok geç oldu,11
evet peki bu daha ne,11
başka bir insan daha var,11
burada ne var bu şey,11
ama eminim ki benimle kesinlikle,11
sonra da beni bir daha,11
benim için zor olduğunu biliyorsun,11
benim için zor bir şey,11
dinle beni seni sonra tekrar,11
burada neler olduğunu belki siz,11
başka bir kadın mı vardı,11
ama emin olmak için tam,11
burada ne oluyor biliyor musun,11
eğer benim de iki ya,11
biraz daha büyük öyle değil,11
bana iki ya da üç,11
en fazla bu kadar oluyor,11
biraz beni dinle tamam mı,11
çok ama çok hoş bir,11
biraz daha önemli aslında ama,11
çok ama çok kötü oldu,11
biraz daha zor olacak ama,11
benim için çok önemli efendim,11
dostum o sadece bir kız,11
başka bir gün en son,11
benim için her şey orada,11
benim için o kadar çok,11
şey görmek ister misiniz bay,11
son şey olduğunu biliyorum ama,11
benim için ya şimdi ya,11
bana neler oluyor hiç bilmiyorum,11
siz mi yoksa o mu,11
bana nerede olduğunu söyle olur,11
bana nerede olduğunu söyle ben,11
benim için sorun yok ama,11
bana ne demek istiyorsun seni,11
ama emin ol emin ol,11
benim için her şey burada,11
benim için çok özel biliyor,11
benim için hep iyi bir,11
bana ne olduğunu tam olarak,11
değil ne kadar bir zaman,11
benim için o her zaman,11
başka bir şey için asla,11
değil mi sen ve ben,11
bana ne olduğunu söyle hemen,11
değil senin gibi o da,11
değil sen de eski sen,11
zaten burada bir tane var,11
çok az şey var zaten,11
bir şeyler yapıyorsun değil mi,11
evet ama ben seni gerçekten,11
söz ver biz de senin,11
ve çocuk olmaz değil mi,11
ve zor olduğunu biliyorum ama,11
başka yeni bir şey var,11
evet ama artık orada değilim,11
bence bu kesinlikle harika bir,11
ama bu benim için yeni,11
demek hiçbir şey öyle mi,11
bana öyle geliyor ki onu,11
ama bu benim için tam,11
dilerim ama bu benim için,11
demek her zaman kim olduğunu,11
evet al benden de o,11
evet ama artık her şeyi,11
evet ama aslında onlar bizim,11
bana öyle geliyor ki o,11
bana öyle geliyor ki bütün,11
tane bana bir tane de,11
dilerim ama bu ne demek,11
bence bütün bu kötü şeyler,11
başka bir şey başka bir,11
ama bu benim için sorun,11
ama bu benim için gerçekten,11
demek bilmiyorum ama ben bir,11
çocuk bana bir şey söyledi,11
dilerim ama bu şey nasıl,11
bundan asla tam olarak emin,11
sen devam et tamam mı,11
demek değil ki benim için,11
buna gerek var mı gerçekten,11
ama bu her zaman olmaz,11
biraz önce sizin için geldi,11
bence sen de iyi bir,11
biraz zor ama işte beni,11
bence sen benden daha iyi,11
yine mi aynı şeyi yapıyorsun,11
yine de zaman zaman biraz,11
de benim için var mı,11
dilerim buna karşı bir şey,11
de benim için sadece bir,11
yine de çok iyi para,11
buna daha çok uzun zaman,11
yok etmek için bunun gibi,11
yine o kız ya da,11
bence benden iyi bir baba,11
bence bundan sonra burada çok,11
sanırım beni buraya bu kız,11
sen devam et olur mu,11
evet ne olur ne olmaz,11
yok et ya da kendini,11
sanırım bir daha seninle asla,11
bence bu tam sana göre,11
bence bu o kadar önemli,11
evet o benim fakat onun,11
şey var çok yanlış bir,11
ama bu da bir şey,11
şey bak şey her şeyi,11
bence bu en son şeyi,11
sanırım bana burada neler olduğunu,11
şey istiyorum ve sen bunu,11
bence bu işi çok fazla,11
değil başka bir şey için,11
şey buna hiç gerek yok,11
değil başka bir şey başka,11
evet sanırım bir tane var,11
değil ama daha iyi bir,11
bence bir gün harika bir,11
değil ama nerede ve ne,11
şey bu şeyi senin için,11
evet sanırım bu da bir,11
değil bir iki gün oldu,11
şey daha da kötü oldu,11
yok etmek için çok geç,11
başka bir şey için lazım,11
biri senin biri benim için,11
sonra bana bir şeyler oldu,11
şey değil büyük bir tane,11
şey diye bir şey yok,11
siz de ona yardım edin,11
bence bu birini gerçekten iyi,11
şey evet o tabii ki,11
şey az önce dedim ya,11
bence bunun için biraz geç,11
ama bu kız bana hiç,11
şey ya da biri onun,11
ama bu kadar kötü bir,11
ama bu seni daha az,11
sanırım bir şey daha var,11
bundan biraz daha önemli aslında,11
bundan biraz daha iyi olmak,11
evet ama benim bu özel,11
bundan bir hafta sonra o,11
bundan böyle burada çok daha,11
biri olmak için her şeyi,11
sen en büyük ve en,11
bence burası bize çok iyi,11
ama bu sadece benimle ilgili,11
evet ama başka şeyler de,11
biri için bu büyük bir,11
ama bu kadar da değilim,11
sonra adam buraya geri geldi,11
değil ama bizim gibi biri,11
tane daha ister misin dostum,11
dinle bu sadece bir iş,11
evet ama ben de sana,11
evet ama ben de kabul,11
ama bu kadar büyük değil,11
bence burada büyük bir sorun,11
ama bu işte sana yardım,11
bence burada başka bir şey,11
ama ben buna hazır değilim,11
benden çok daha iyi olduğunu,11
sonra bunun için bana teşekkür,11
da bu iyi bir şey,11
tanrım ne büyük bir yer,11
evet kesinlikle bir şeyler oluyor,11
da bu bir özür kabul,11
doktor var mı diye bakalım,11
bu bir söz mü bay,11
de bu yüzden bu işe,11
şeyi hem de her şeyi,11
evet ama sen benim kadar,11
sen de onu çok mutlu,11
çok iyi bir insan olduğu,11
evet bana bir dakika ver,11
şimdi bana tam olarak ne,11
bu bir neden olabilir bir,11
sen de mi benim gibi,11
şimdi bana onun nerede olduğunu,11
bu bizim için çok şey,11
emin olmak için seni buradan,11
ama ben yine de onu,11
bu bizim ilk ve son,11
evet fakat ben o pek,11
emin ol ki bu hiç,11
tanrım ne kadar da zor,11
ama bence burada başka bir,11
bu bu aynı şey değil,11
bu bir neden değil mi,11
sen de yok ben de,11
sizin de öyle değil mi,11
da işi bu kadar çok,11
sorun yok değil mi dostum,11
ama benim için değil ki,11
tanrım ne kadar güzel olduğunu,11
evet bence de bence de,11
ve ne kadar güzel olduğunu,11
ama benim için sen önce,11
sizin için belki de sadece,11
ve ne olduğunu biliyor musun,11
evet ama o kadar kötü,11
sizi daha iyi bir yere,11
bunu burada ve şu anda,11
ama ben ona bir şey,11
evet ama sen hiç onu,11
sanırım çok hoş bir gün,11
yarın bir yıl içinde belki,11
çok iyi olur ama aslında,11
ama ben onun gibi birini,11
sen de bir gün onun,11
diğer şeyler bunun için değil,11
da bu son kez olsun,11
ama ben de senin kadar,11
da bu bir neden olabilir,11
ama ben doğru kişi değilim,11
böyle bir işi nasıl kabul,11
sizi görmek de güzel efendim,11
emin ol emin ol o,11
ama benim için biraz fazla,11
çok daha az bir şey,11
bir adam ve harika bir,11
bir adam sizi görmek istiyor,11
bir adam sana bir şeyler,11
sen de ne kadar var,11
ama biz de öyle değil,11
çok büyük ve önemli bir,11
da biraz önce sizin için,11
bunu bir an önce istiyorum,11
bu doğru ama ben daha,11
sen de bana benim sana,11
ama biz yanlış bir şey,11
şey yok gerçekten hiçbir şey,11
bir adam için bile bu,11
eminim birkaç gün içinde yeni,11
bunlar da biraz önce sizin,11
evet biliyorum bu benim için,11
eminim bir gün sen de,11
evet evet ama bundan daha,11
sanırım evet dedim çünkü başka,11
çok daha büyük olur tamam,11
sen de kimse için hazır,11
çok daha fazla bir şey,11
bir adam gerçek bir adam,11
doğru da ama bunu herkes,11
bana gereken bu gece bir,11
evet ben de çok istiyorum,11
bana en fazla bu kadar,11
