twogram,frequency
izin için,22
bekle ona,22
mi bile,22
gibi lütfen,22
gerçekten çocuk,22
elbette burası,22
tane evet,22
hadi izin,22
bekle sadece,22
gerçekten olduğu,22
gidelim şu,22
kesinlikle dışarı,22
sonra var,22
bir tanrım,22
istiyor seni,22
lanet mi,22
zor aslında,22
yani gerek,22
an asla,22
mi al,22
insan diğer,22
insan dostum,22
tane için,22
çünkü olacak,22
eminim gerçek,22
şimdi insan,22
karşı kendini,22
bırak en,22
oh hemen,22
bize et,22
birkaç yanlış,22
lanet söyle,22
bak biri,22
biraz yere,22
daha karşı,22
etmek başka,22
şeyi devam,22
al sorun,22
yok eve,22
bize aynı,22
tabii hem,22
bir da,22
hiç sen,22
hiç sizin,22
tabii de,22
kötü nedir,22
diğer başka,22
yine nasıl,22
oh size,22
hep özür,22
ile oldu,22
olur pek,22
herkes dinle,22
sizi önce,22
ile sizin,22
yıl işte,22
kadın biri,22
olur görmek,22
eğer yer,22
olur biz,22
sen olan,22
oh bize,22
anda zaten,22
herkes son,22
etmek söz,22
diye şu,22
etmek size,22
olduğu eve,22
al hazır,22
olduğu seni,22
işe ilk,22
geç biri,22
geç bütün,22
tabii yarın,22
birini iki,22
yok kontrol,22
öyle kadın,22
bugün buna,22
birini işte,22
şekilde benden,22
hoş söz,22
dakika bize,22
dakika diğer,22
hoş olsun,22
dakika doğru,22
hiç ya,22
olabilir hem,22
yerde yeni,22
olabilir bütün,22
olabilir bile,22
söyle burada,22
gerçek senden,22
hiçbir yardım,22
hep üç,22
bu sonra,22
zor olmak,22
misiniz böyle,22
bakın son,22
mu insan,22
çocuk hazır,22
fazla bizi,22
birini yemek,22
senin karşı,22
seni bak,22
hâlâ yine,22
karşı birini,22
birlikte falan,22
gidip üç,22
peki ister,22
kötü yapıyorsun,22
doktor senin,22
hâlâ kontrol,22
çocuklar yarın,22
tabii al,22
bugün eski,22
bakın hâlâ,22
bakın yanlış,22
hâlâ onları,22
gel bunun,22
eski adam,22
yine yardım,22
adam zor,22
bizim başka,22
önemli efendim,22
göre nereye,22
ederim onun,22
yerde ona,22
buradan efendim,22
diye iki,22
yer bilmiyorum,22
ile gel,22
bakalım adam,22
et herkes,22
bilmiyorum benimle,22
bunlar de,22
gerek burada,22
aynı saat,22
yapma onun,22
bizim buraya,22
mü eski,22
bayan özel,22
göre neler,22
bize dur,22
benim hoş,22
güzel kendi,22
bunun hala,22
güzel herkes,22
hakkında gereken,22
mısın onları,22
bakalım iki,22
yapmak harika,22
ediyor senden,22
gördüm öyle,22
güzel hepsi,22
yüzden kadın,22
önemli gece,22
tane özel,22
onunla olsun,22
tanrım dinle,22
işe para,22
bizim işe,22
ona bize,22
musun hayır,22
olarak kimse,22
kendini biliyorsun,22
tanrım diye,22
harika daha,22
son var,22
sağ değil,22
bak zaman,22
için eminim,22
yer son,22
kadar yapmak,22
merhaba seninle,22
merhaba senin,22
benim işi,22
gereken nerede,22
musun söyle,22
kim büyük,22
için hadi,22
bunlar efendim,22
bence para,22
musun sorun,22
orada olmaz,22
üzgünüm tam,22
ver gece,22
özel çocuk,22
yoksa zaten,22
yok güzel,22
merhaba üzgünüm,22
musun son,22
yapma niye,22
gece hala,22
güzel burada,22
yapmak nereden,22
neden özel,22
yapmak gereken,22
zaten bizim,22
eski insan,22
olarak yine,22
yemek yapma,22
mü görmek,22
şeyi evet,22
kendi et,22
zaten hazır,22
göre söyle,22
demek hazır,22
an ondan,22
bence mutlu,22
işte ha,22
gerekiyor hem,22
edin yani,22
buraya aynı,22
zaten onlara,22
buradan büyük,22
geri değil,22
adam istiyorsun,22
edin kötü,22
çocuklar yere,22
kişi başka,22
eski olduğunu,22
ediyor ha,22
yapmak onun,22
eski olabilir,22
dostum bilmiyorum,22
hayır hoş,22
ederim tekrar,22
kimse evet,22
gereken para,22
gece diye,22
falan bırak,22
değil kötü,22
ile kendini,22
kişi hiç,22
hey tanrım,22
değil içinde,22
bize sonra,22
şey hepsi,22
hem bütün,22
küçük kişi,22
hem en,22
büyük sen,22
nedir bizi,22
önce nereden,22
aynı bunlar,22
hem biraz,22
yerde geri,22
çok tabii,22
gidip son,22
olmalı haydi,22
mü bütün,22
çok ondan,22
benden onlara,22
bir gerek,22
kişi birkaç,22
üç şekilde,22
ya belki,22
işte çünkü,22
yapıyorsun hadi,22
kim güzel,22
sanırım kadın,22
hey bizim,22
an yere,22
işi benimle,22
dostum kendi,22
bakalım işi,22
hafta nedir,22
kim içinde,22
tatlım küçük,22
kim az,22
bence iş,22
çok şu,22
haydi birkaç,22
bir herkes,22
ondan az,22
tatlım nedir,22
ediyorum en,22
istiyorum küçük,22
dostum olmak,22
doğru bugün,22
yer şey,22
istemiyorum hiç,22
son sorun,22
güzel yerde,22
hemen eski,22
son olmak,22
son onları,22
istemiyorum burada,22
baba az,22
ha buna,22
geldi biri,22
geldi bunu,22
olarak hoş,22
istemiyorum eve,22
bizi ondan,22
yine ister,22
ediyorum bence,22
olduğunu biri,22
bile niye,22
önce gece,22
iki lanet,22
bizi iş,22
mı uzun,22
belki gerek,22
benden artık,22
işte tüm,22
kez kadın,22
işi pek,22
ediyorum benimle,22
ediyorum daha,22
olarak oldu,22
ondan izin,22
ondan kaç,22
buradan görmek,22
onu önemli,22
onun bay,22
kim kız,22
doğru yapıyorsun,22
belki yani,22
haydi kaç,22
ondan bütün,22
an özel,22
haydi biri,22
insan tek,22
yer sizi,22
kaç bilmiyorum,22
tanrım tek,22
yeni onun,22
musun yine,22
insan sonra,22
kaç kendini,22
demek lazım,22
geldi ona,22
olarak ister,22
onlar herkes,22
niye karşı,22
niye işte,22
içinde onlara,22
ama geldi,22
dostum ha,22
görmek ya,22
orada istemiyorum,22
saat onun,22
bence neler,22
bakalım da,22
görmek onun,22
onlara kontrol,22
bizi az,22
yapma daha,22
tanrım güzel,22
çocuklar geliyor,22
biz geç,22
yüzden yapıyorsun,22
son sağ,22
burada içinde,22
saat aynı,22
bana hey,22
tek ister,22
onlar izin,22
istiyorsun doğru,22
benim beni,22
çok gün,21
demek bırak,21
olur devam,21
asla hoş,21
hey asla,21
üç tek,21
zor benim,21
dışarı geliyor,21
bana insan,21
demek elbette,21
bunlar fazla,21
asla yemek,21
olsun sizin,21
olsun özür,21
içinde yapmak,21
zor gerçekten,21
üç tam,21
gereken kadın,21
zaten özel,21
olur başka,21
kaç olacak,21
hayır oldu,21
gördüm bilmiyorum,21
gerçek geliyor,21
kadın oluyor,21
içinde olmaz,21
geliyor burası,21
zaten ve,21
söyle para,21
görmek pek,21
hepsi işi,21
kez tam,21
olsun gerçek,21
kendini bunu,21
kez eve,21
söyledi baba,21
dedim geri,21
yıl ilk,21
içinde onlar,21
evet bile,21
içinde işte,21
seviyorum hep,21
gereken kaç,21
çocuk yere,21
değilim çok,21
ona yok,21
kadın üç,21
çocuklar diğer,21
kadın hemen,21
seviyorum senin,21
olmaz bundan,21
kadın onunla,21
olur iş,21
olur insan,21
söyledi biz,21
söyledi çok,21
çocuk sorun,21
kadın oh,21
kesinlikle bence,21
iş seninle,21
söz ha,21
tüm herkes,21
çocuklar az,21
artık zaten,21
hey yere,21
değil bundan,21
çocuk eğer,21
onlara zaten,21
onlara ve,21
dilerim daha,21
çocuklar bence,21
asla birkaç,21
değil yanlış,21
böyle herkes,21
herkes hem,21
olmaz küçük,21
iş yarın,21
dilerim hiç,21
onu yapıyorsun,21
dilerim sizin,21
herkes üç,21
olmak çocuk,21
kez hiç,21
olduğu tam,21
hem yemek,21
olduğu eski,21
evet oluyor,21
hazır tatlım,21
hemen bizim,21
bakalım burası,21
söz bay,21
olmak bence,21
çocuklar iki,21
aynı değilim,21
hazır şimdi,21
işi eminim,21
çocuk geliyor,21
kimse çocuk,21
onlar kesinlikle,21
işe karşı,21
önemli zaman,21
yanlış evet,21
göre yardım,21
selam bana,21
onlar istiyor,21
onu karşı,21
göre yer,21
eski ile,21
demek tatlım,21
kimse kabul,21
neler hakkında,21
eski olmalı,21
gereken çocuklar,21
zor bunu,21
eve beni,21
burası siz,21
önemli çok,21
hem onunla,21
kadın adam,21
onlar efendim,21
söyle çocuk,21
zor o,21
kaç tatlım,21
çocuklar hepsi,21
ondan geldi,21
zaten sonra,21
kadın fazla,21
gün asla,21
böyle istiyorsun,21
neler değil,21
sorun devam,21
böyle iki,21
hazır herkes,21
herkes birlikte,21
şekilde biri,21
kendini bunun,21
ya diye,21
sanırım yıl,21
yıl senin,21
böyle seninle,21
bırak demek,21
eminim bize,21
eminim dışarı,21
istiyorum doktor,21
eminim başka,21
belki ederim,21
istiyorum bütün,21
hiçbir yok,21
buna lanet,21
ne miyim,21
tekrar para,21
mı bundan,21
son görmek,21
hoş gel,21
belki biliyorsun,21
son buradan,21
hadi aynı,21
istiyor şey,21
yüzden nasıl,21
uzun küçük,21
tabii teşekkürler,21
tekrar doktor,21
bırak bize,21
beni yer,21
harika yere,21
nedir benim,21
git özür,21
ve olduğunu,21
ister efendim,21
gel yok,21
hoş zaman,21
istemiyorum belki,21
kendini olur,21
istemiyorum tatlım,21
önce yine,21
zaman bakalım,21
git tek,21
da hadi,21
da ediyor,21
adam önemli,21
seninle para,21
seninle mutlu,21
saat dışarı,21
bence demek,21
tek daha,21
az gibi,21
tekrar güzel,21
olarak uzun,21
hadi biri,21
beni ki,21
ilgili bizim,21
var kesinlikle,21
hiç tamam,21
bunu gün,21
bırak nasıl,21
hiç gördüm,21
güzel artık,21
ol zaman,21
güzel biliyorum,21
şeyi şu,21
şeyler sen,21
güzel için,21
var fazla,21
ol önemli,21
hiç burası,21
tam yıl,21
peki hiçbir,21
ol orada,21
elbette şey,21
elbette hep,21
tam güzel,21
pekala hayır,21
olan sorun,21
var buradan,21
böyle oh,21
güzel bizim,21
vardı işte,21
yapmak bize,21
hala gibi,21
anne önce,21
hadi kaç,21
hafta ama,21
son son,21
uzun güzel,21
hafta gel,21
son yapmak,21
hafta yemek,21
tamam selam,21
tatlım emin,21
kimse işte,21
tatlım işe,21
tatlım yardım,21
de diye,21
hiç niye,21
olacak gece,21
hala oluyor,21
mu yine,21
olacak fakat,21
olacak sizi,21
ya eminim,21
tabii bence,21
dakika oraya,21
dakika nerede,21
geldi sen,21
geç oraya,21
tanrım şey,21
ediyorum benim,21
fazla buraya,21
para yapmak,21
para zaten,21
bundan kaç,21
çünkü çocuk,21
senden senden,21
senden olan,21
sizin hep,21
etmek oluyor,21
gidelim değil,21
burası zor,21
ediyor hepsi,21
nedir burası,21
kaç haydi,21
gidelim en,21
ediyor ondan,21
etmek bize,21
ediyor onu,21
ediyor şu,21
etmek hem,21
ediyor böyle,21
gidelim siz,21
ediyorum nerede,21
yanlış söyledi,21
artık belki,21
falan bu,21
kez biraz,21
sizin zaman,21
asla lanet,21
ilgili benim,21
siz mutlu,21
tüm yer,21
ilgili işte,21
gün ediyor,21
senin nereye,21
artık efendim,21
para baba,21
çünkü şeyi,21
bundan lazım,21
oluyor iyi,21
her son,21
gidip sen,21
gidip lanet,21
para kadın,21
karşı gerçek,21
gidip yok,21
baba izin,21
seninle az,21
sizin onu,21
fazla al,21
seninle eğer,21
gidip ben,21
şekilde başka,21
iki yemek,21
gerçekten olur,21
yapmak sonra,21
peki şeyi,21
bekle nasıl,21
eğer nasıl,21
bekle son,21
bekle baba,21
o lazım,21
ile onlara,21
yapmak zaten,21
harika iki,21
ile size,21
tanrım eminim,21
tanrım emin,21
o de,21
saat harika,21
gerçekten eski,21
sen bunlar,21
geldi onlar,21
ederim sorun,21
ederim yarın,21
ederim önemli,21
bekle önce,21
haydi öyle,21
ile ha,21
haydi güzel,21
iki yanlış,21
ile belki,21
daha haydi,21
oh oraya,21
oh kız,21
efendim niye,21
oh hoş,21
gece şimdi,21
tane sağ,21
efendim gidelim,21
fakat sağ,21
efendim hala,21
al lanet,21
al bugün,21
efendim karşı,21
al bence,21
tane ile,21
al başka,21
önce hem,21
hâlâ bizim,21
bunu işte,21
al eve,21
bakın gece,21
fakat iki,21
yanlış olmaz,21
buna dur,21
oraya üç,21
benden lanet,21
benim hâlâ,21
biraz birlikte,21
bile birlikte,21
bunlar yardım,21
küçük için,21
bunun lanet,21
bizim onlar,21
biliyor ondan,21
diye başka,21
bilmiyorum onları,21
kız diye,21
benden buna,21
belki tabii,21
iyi biraz,21
nereye efendim,21
biliyorsun harika,21
mü devam,21
şu işte,21
biliyorsun böyle,21
nasıl selam,21
benim dinle,21
biraz hadi,21
doğru kadın,21
şunu hayır,21
musun ondan,21
lütfen şeyi,21
diye ha,21
orada niye,21
ki pekala,21
dostum yerde,21
bu üzgünüm,21
biraz şimdi,21
bize ya,21
orada gece,21
yeni aynı,21
burada bilmiyorum,21
diye aynı,21
yerde bırak,21
bilmiyorum tüm,21
küçük o,21
kötü için,21
benimle var,21
diye işte,21
kimse tüm,21
bir bekle,21
biz siz,21
kimse sanırım,21
an küçük,21
an ama,21
miyim ya,21
kendini ver,21
biz birini,21
bizi yer,21
diye teşekkür,21
birlikte işe,21
küçük kadın,21
biliyorsun benden,21
iyi bunun,21
yere senin,21
doğru böyle,21
lanet olmalı,21
kişi yoksa,21
yüzden lanet,21
biliyorum iki,21
lanet olduğunu,21
yere ilk,21
nerede gidip,21
benden ya,21
birini tekrar,21
mı en,21
bile birini,21
niye gerek,21
mi neler,21
kesinlikle oluyor,21
bayan eğer,21
iyi buna,21
kişi asla,21
yarın para,21
birlikte efendim,21
mı önce,21
mü olmalı,21
mı hemen,21
biliyorsun yeni,21
yok buradan,21
kim başka,21
biliyor işte,21
bize birini,21
bunun öyle,21
benimle sana,21
şimdi yarın,21
lütfen mutlu,21
mü bana,21
işi hoş,21
birini falan,21
oraya belki,21
mı yer,21
onu gidelim,21
bunun çocuklar,21
teşekkürler yani,21
lazım yani,21
yere seninle,21
diye kim,21
teşekkürler uzun,21
beni önemli,21
biz çocuklar,21
yere olur,21
bunlar zaten,21
bizim senden,21
bizi bütün,21
yok üç,21
bizi gece,21
kişi artık,21
kötü öyle,21
lazım diye,21
kişi karşı,21
aman dedim,21
neden biliyorsun,21
nasıl yerde,21
bir benimle,21
bizi sağ,21
yer hep,21
mu senden,21
nereden nereye,21
merhaba ilk,21
şeyler nerede,21
kız az,21
bir bize,21
üzgünüm biliyor,21
yok büyük,21
yere benim,21
yani tatlım,21
kişi istiyor,21
şunu ama,21
misiniz bakalım,21
kimse bunlar,21
mu onun,21
kişi geri,21
kez geç,21
bile eğer,21
birlikte onlara,21
benimle kendi,21
bizim yapmak,21
yine buna,21
o bakın,21
lanet onları,21
şeyler sanırım,21
yere kötü,21
ben geliyor,21
dostum peki,21
teşekkürler evet,21
biliyor demek,21
kişi fazla,21
olacak beni,20
şeyler yine,20
sorun oraya,20
sorun yapma,20
kadın biliyor,20
biz dur,20
şimdi hala,20
değil olmaz,20
merhaba tekrar,20
olacak tam,20
bir oh,20
emin oluyor,20
yer nedir,20
size tabii,20
baba bence,20
ediyor neden,20
fakat şey,20
sorun kendi,20
niye diğer,20
şey geç,20
hadi harika,20
güzel eve,20
burada gidelim,20
kaç lanet,20
yıl pek,20
peki geç,20
iyi eğer,20
kez aslında,20
olsun git,20
baba bizim,20
çocuklar biliyorum,20
sen birlikte,20
sizi yardım,20
kadın buraya,20
zaten işte,20
olan tam,20
başka burada,20
zaman tabii,20
hep buradan,20
seni bayan,20
gördüm doktor,20
tek efendim,20
sorun hiçbir,20
üç için,20
önce şey,20
misiniz bunu,20
hep biliyorum,20
vardı benden,20
çocuk ver,20
yine küçük,20
ediyor sana,20
mı özür,20
bak pek,20
bırak önemli,20
niye gerçek,20
herkes demek,20
işe tüm,20
orada baba,20
birlikte bile,20
başka onu,20
daha artık,20
küçük ben,20
eski beni,20
anne işe,20
bırak uzun,20
değil kaç,20
üç yer,20
öyle sadece,20
kız hepsi,20
bay ne,20
biliyorum dinle,20
çok anne,20
yeni et,20
ile bize,20
onu yıl,20
seninle doğru,20
selam mutlu,20
diye gece,20
sizi kendini,20
bence işi,20
diye hala,20
demek sizin,20
kim gece,20
git iyi,20
geldi tüm,20
yere kendini,20
haydi hala,20
bizi bizim,20
harika sanırım,20
hoş falan,20
gerek ne,20
tek olur,20
ya birlikte,20
ol asla,20
işi bay,20
an güzel,20
eve bakalım,20
beni birlikte,20
nerede onlara,20
haydi nerede,20
bunu aslında,20
hep dışarı,20
onlara bırak,20
vardı en,20
değil olarak,20
et gerçekten,20
tekrar kız,20
haydi onunla,20
doğru söz,20
asla bilmiyorum,20
biliyor size,20
benim az,20
neden ister,20
an sorun,20
yok benden,20
niye kim,20
iyi belki,20
harika senin,20
olsun özel,20
aslında şey,20
yeni gece,20
harika olduğu,20
haydi söz,20
başka doktor,20
birlikte benimle,20
önce ya,20
gerek gerçekten,20
anne kendini,20
oraya kız,20
niye kötü,20
içinde kesinlikle,20
var burası,20
kadın lütfen,20
değil uzun,20
biz dostum,20
olmaz benden,20
iş söz,20
an doktor,20
bakalım seninle,20
senin zor,20
gidip sizin,20
sen saat,20
biraz karşı,20
bay al,20
ne emin,20
tanrım mı,20
aynı yeni,20
insan biliyor,20
demek buna,20
sizin oldu,20
birlikte sizi,20
eminim iki,20
etmek ama,20
var emin,20
ol ver,20
nasıl eve,20
gerçek ol,20
sana de,20
yıl son,20
aman ona,20
hala herkes,20
için yoksa,20
pekala gece,20
bekle birkaç,20
olmaz bizi,20
ver yok,20
onunla yoksa,20
kişi kadın,20
ver işi,20
işte hazır,20
yarın kim,20
tane güzel,20
biri hayır,20
gerekiyor benim,20
olacak hepsi,20
artık geldi,20
onlar uzun,20
özel doktor,20
al ilk,20
her yardım,20
sizin değilim,20
sana bakalım,20
biz herkes,20
az şeyler,20
biri lanet,20
birini bizim,20
buna buraya,20
kim demek,20
onlar doğru,20
hafta seninle,20
anda olur,20
ne buna,20
gidelim sen,20
sana buna,20
üç kontrol,20
kabul kabul,20
göre birlikte,20
belki hoş,20
böyle az,20
iki oluyor,20
sanırım söz,20
gidelim yoksa,20
zorunda ben,20
yer biraz,20
istemiyorum çok,20
ama diye,20
selam uzun,20
söyledi sanırım,20
yapıyorsun sanırım,20
al daha,20
değil hâlâ,20
seninle onlar,20
zaten özür,20
zaman hakkında,20
yapmak var,20
için bakalım,20
buradan harika,20
olsun zaman,20
başka üç,20
olarak sağ,20
onunla küçük,20
birlikte kontrol,20
yerde onlara,20
olacak şu,20
gerçek hakkında,20
ya lanet,20
teşekkürler artık,20
ona diğer,20
dışarı fazla,20
kez ya,20
tanrım nereye,20
onları hazır,20
mü her,20
benim kontrol,20
işi kaç,20
ki da,20
var olabilir,20
bence nerede,20
işte geç,20
değil dışarı,20
beni belki,20
tabii ilk,20
bunlar lazım,20
dur özür,20
niye teşekkür,20
yok olmalı,20
tüm yanlış,20
bizi lanet,20
çünkü gidip,20
olmaz gerçekten,20
işte devam,20
insan büyük,20
onunla sizin,20
birkaç içinde,20
baba peki,20
birlikte tam,20
gerçekten yine,20
bizi onu,20
diye var,20
az şeyi,20
yapıyorsun aslında,20
onunla para,20
ol bekle,20
burası kız,20
kadın benimle,20
zorunda yani,20
artık evet,20
anda herkes,20
misin burası,20
bir buradan,20
seni ederim,20
tam beni,20
diğer yarın,20
hiç miyim,20
bu hey,20
birlikte lütfen,20
siz demek,20
şeyi söz,20
olur onları,20
az biri,20
diye pek,20
yer sana,20
olmaz haydi,20
adam görmek,20
yanlış biliyorsun,20
bekle evet,20
ister o,20
tabii kız,20
istiyor bir,20
dilerim hepsi,20
yapıyorsun hâlâ,20
doktor onunla,20
iş bütün,20
çünkü gördüm,20
üzgünüm eve,20
ol doğru,20
büyük hayır,20
kişi hepsi,20
ol hepsi,20
bundan küçük,20
doktor burası,20
zaten olmaz,20
tanrım aslında,20
iş kendi,20
hiç devam,20
dur olmaz,20
dilerim böyle,20
bayan oraya,20
gece lanet,20
olmaz birkaç,20
olmaz geri,20
pek özel,20
bak diğer,20
adam çocuk,20
insan hiç,20
yarın böyle,20
bizi yarın,20
dostum geliyor,20
ondan olmalı,20
ben teşekkürler,20
yarın çocuk,20
bakın başka,20
biz söz,20
emin biri,20
efendim gibi,20
hala istiyorsun,20
şu oraya,20
bırak herkes,20
lanet hiç,20
hafta hazır,20
ya et,20
istiyorum fakat,20
olduğunu eminim,20
az kontrol,20
yarın birlikte,20
ile nereye,20
biri senden,20
para tabii,20
mı karşı,20
seviyorum hiç,20
pekala tek,20
şu sanırım,20
tam ver,20
gece para,20
saat zaman,20
oraya adam,20
siz yani,20
hâlâ sorun,20
buna hem,20
söyle harika,20
olduğunu öyle,20
hem kadın,20
yapma gerçekten,20
yıl artık,20
gereken seninle,20
kontrol bizim,20
ile olur,20
sizi biri,20
yarın neler,20
gerçekten bugün,20
çok al,20
başka al,20
değilim daha,20
buraya et,20
saat her,20
yanlış hiç,20
benimle bay,20
son kadın,20
bakın öyle,20
eve yanlış,20
olan işte,20
uzun tatlım,20
olduğu şekilde,20
senden neler,20
olmalı ben,20
git bence,20
bakalım yardım,20
bırak gidip,20
kişi kendi,20
biliyorsun dedim,20
görmek var,20
çocuklar sonra,20
seviyorum aslında,20
çok için,20
onu olmak,20
oldu kim,20
olan ile,20
gereken öyle,20
şey izin,20
şekilde şu,20
dedim onlara,20
kontrol demek,20
üzgünüm az,20
küçük görmek,20
bakalım kontrol,20
biz kabul,20
belki yapmak,20
dedim burası,20
yeni o,20
vardı her,20
hemen hadi,20
nasıl onları,20
bunlar biri,20
güzel beni,20
doktor tamam,20
bize dostum,20
dakika yok,20
oldu saat,20
tatlım lanet,20
tatlım son,20
hemen birlikte,20
bundan istiyor,20
geri dostum,20
hazır para,20
bay adam,20
et nerede,20
söz efendim,20
dakika teşekkürler,20
gördüm küçük,20
hem üç,20
biraz geldi,20
kesinlikle bayan,20
daha için,20
çok şunu,20
hemen bunun,20
kim uzun,20
diye hemen,20
bir az,20
hepsi ondan,20
et nasıl,20
hemen gerçek,20
şunu tam,20
söyledi eğer,20
istiyorum onları,20
yapma öyle,20
pekala kaç,20
çok gerek,20
merhaba buraya,20
olduğu söyle,20
an kadar,20
ilk olan,20
dedim bir,20
anda devam,20
doktor hâlâ,20
gördüm güzel,20
şu siz,20
olmalı bunu,20
elbette belki,20
hâlâ hiç,20
iyi tek,20
sadece sanırım,20
onun onun,20
fazla yani,20
kontrol tüm,20
misiniz ki,20
kişi bundan,20
yere böyle,20
yeni ki,20
doğru birini,20
bay kötü,20
son onunla,20
istiyorum al,20
mısın kadın,20
elbette saat,20
hepsi az,20
mi hoş,20
bayan hiç,20
yeni olarak,20
büyük zaman,20
kesinlikle biliyor,20
hepsi çocuklar,20
merhaba herkes,20
elbette sağ,20
çocuklar aslında,20
et onun,20
olan nereye,20
lanet oldu,20
sonra hafta,20
dakika yemek,20
diğer eski,20
eve selam,20
geldi baba,20
iyi küçük,20
siz sorun,20
elbette mutlu,20
söyle onları,20
hâlâ yardım,20
bilmiyorum nerede,20
olur bırak,20
gece et,20
biliyorsun kız,20
istiyorsun iyi,20
kimse bugün,20
misiniz orada,20
onu yardım,20
yerde zaten,20
şekilde büyük,20
hala özür,20
ya söyle,20
mısın ben,20
gördüm onun,20
ama bile,20
git kadın,20
olduğunu biz,20
haydi kimse,20
tatlım iş,20
bay iyi,20
küçük üç,20
yeni hiçbir,20
daha hâlâ,20
peki zor,20
elbette onlar,20
onun harika,20
ederim bize,20
aynı her,19
diğer neden,19
söz benim,19
ben dinle,19
özel gibi,19
tatlım pek,19
tekrar gerçek,19
anne hazır,19
gibi üzgünüm,19
geç yoksa,19
işe benim,19
selam şey,19
an karşı,19
diğer iyi,19
şekilde ha,19
ondan doğru,19
yardım gördüm,19
bakalım birini,19
sorun sizin,19
hadi karşı,19
lazım bayan,19
içinde kontrol,19
onlara gerçekten,19
olarak sanırım,19
gerçekten işte,19
mısın kötü,19
eğer sanırım,19
belki hafta,19
iş hoş,19
zaten anne,19
et kendi,19
bence ha,19
oraya artık,19
dilerim eve,19
yıl başka,19
kaç an,19
sadece olduğunu,19
büyük eve,19
görmek neden,19
anda karşı,19
söyledi bay,19
dilerim teşekkürler,19
karşı biri,19
olur kim,19
hayır yer,19
ha burada,19
dilerim bugün,19
sana onlara,19
bence baba,19
onlara hafta,19
yer bay,19
az aslında,19
peki kadın,19
mu nerede,19
haydi zor,19
fazla biliyor,19
artık kadın,19
bilmiyorum senin,19
görmek kadar,19
işi oluyor,19
mu buna,19
böyle ister,19
olmalı senin,19
yer şimdi,19
iş teşekkürler,19
hafta bugün,19
nasıl bütün,19
tanrım yemek,19
bak birlikte,19
yere zaman,19
seviyorum onları,19
böyle öyle,19
geç nasıl,19
çocuklar teşekkürler,19
zaten eski,19
şeyler biraz,19
mü biz,19
birlikte bekle,19
eski mi,19
onun olabilir,19
nereden bile,19
gibi hayır,19
tamam kesinlikle,19
kaç efendim,19
geri görmek,19
işi harika,19
ilk doğru,19
doğru pek,19
seninle nerede,19
zaman merhaba,19
tam yeni,19
oh bütün,19
iki beni,19
karşı ona,19
hem onlara,19
olan buna,19
yoksa bırak,19
fazla çünkü,19
hepsi evet,19
söyle yine,19
ama an,19
tüm fazla,19
kadar baba,19
ile gerçekten,19
yapmak tam,19
gereken herkes,19
seviyorum sanırım,19
falan bana,19
uzun eski,19
tatlım olmaz,19
olur gel,19
hemen diğer,19
bir neler,19
doğru saat,19
onunla gece,19
oldu onunla,19
iş onun,19
tekrar yapıyorsun,19
bunlar kabul,19
seninle neler,19
olur dinle,19
misin sadece,19
gün niye,19
var neler,19
geliyor ya,19
zaten evet,19
gereken yardım,19
bayan pek,19
benden hâlâ,19
ama çünkü,19
istiyorsun adam,19
yer bizi,19
öyle bana,19
gereken onları,19
mu nereye,19
burada evet,19
bunun herkes,19
seviyorum şimdi,19
karşı efendim,19
herkes zaman,19
demek gidip,19
kadın bütün,19
benden bunun,19
vardı gördüm,19
ki olmalı,19
olarak zaman,19
özür yok,19
senin hayır,19
orada diğer,19
bırak ama,19
kız eğer,19
hadi ilk,19
kontrol lütfen,19
anne bence,19
yer anne,19
seni hazır,19
işe değil,19
hoş tabii,19
kimse olacak,19
hepsi küçük,19
gereken çocuk,19
başka bana,19
şeyler iyi,19
tam biz,19
siz karşı,19
hey mi,19
artık az,19
olmaz onlar,19
git bay,19
ederim bütün,19
istiyorum peki,19
kez senden,19
ister hepsi,19
söyle nasıl,19
senin burası,19
gibi mı,19
iş sen,19
senden hâlâ,19
bırak bakalım,19
mı ama,19
ondan sağ,19
şekilde seninle,19
istemiyorum gerçekten,19
ediyor yoksa,19
yani selam,19
sağ bırak,19
zaten hafta,19
seni neler,19
seni birlikte,19
değil büyük,19
mı buraya,19
hakkında falan,19
sağ olduğunu,19
yemek sizin,19
çocuk kendi,19
kimse en,19
bayan biliyorum,19
dostum falan,19
yemek böyle,19
dedim ha,19
biraz hoş,19
ki yemek,19
olmak kendini,19
tabii az,19
para saat,19
et hey,19
misin çok,19
iş onlara,19
ederim biri,19
sizi güzel,19
tanrım son,19
onlar sanırım,19
mısın hep,19
demek lütfen,19
peki geliyor,19
anne hakkında,19
sorun tüm,19
ediyor sen,19
bunu ha,19
git çünkü,19
böyle belki,19
bugün görmek,19
çocuklar olur,19
haydi var,19
olmalı hepsi,19
çok benimle,19
sana gece,19
vardı bundan,19
geliyor geri,19
olabilir bunlar,19
bundan siz,19
olur doğru,19
doktor olduğu,19
her söyledi,19
bekle gerçekten,19
nasıl görmek,19
sanırım para,19
biliyorsun pek,19
eğer misin,19
bizim aynı,19
diye artık,19
seviyorum güzel,19
şunu gördüm,19
şu gerçek,19
söyle oraya,19
kesinlikle tekrar,19
seviyorum büyük,19
vardı bugün,19
efendim doktor,19
istemiyorum elbette,19
işte gördüm,19
kişi tam,19
misiniz neden,19
haydi son,19
